external_product_id,product_name,brand,retailer_category,retailer_subcategory,ingredients_text,labels,language,country,is_own_brand,retail_channel,weight_per_item_kg,items_sold,wwf_is_composite
WWF-MOCK-0100,Free Range Eggs 300pk,MedFoods [fixture],Eggs,Free Range,,free_range|vegetarian,en,GB,false,grocery_ambient,0.3,19829,false
WWF-MOCK-0101,Whole Milk 1000L,DairyFarm [fixture],Dairy,Fresh Milk,,vegetarian,nl,NL,false,fresh,1.0,4559,false
WWF-MOCK-0102,Cheddar Cheese 350g,DairyFarm [fixture],Dairy,Hard Cheese,,vegetarian,nl,NL,false,fresh,0.35,3902,false
WWF-MOCK-0103,Brie 200g,DairyFarm [fixture],Dairy,Soft Cheese,,vegetarian,en,GB,false,fresh,0.2,786,false
WWF-MOCK-0104,Oat Milk 1000L,SeaCatch [fixture],Dairy Alternatives,Plant Milks,,vegan,nl,NL,false,grocery_ambient,1.0,19595,false
WWF-MOCK-0105,Soy Yoghurt 400g,HomeChef [fixture],Dairy Alternatives,Plant Yoghurts,,vegan,en,GB,false,grocery_ambient,0.4,2017,false
WWF-MOCK-0106,Olive Oil 450ml,OatlyFix [fixture],Oils,Olive Oil,,vegan,en,GB,false,grocery_ambient,0.45,4024,false
WWF-MOCK-0107,Butter 400g,NutBarn [fixture],Dairy,Butter,,vegetarian,en,GB,false,fresh,0.4,12163,false
WWF-MOCK-0108,Frozen Peas 1000g,NutBarn [fixture],Frozen Vegetables,Peas,,vegan,en,GB,true,frozen,1.0,16809,false
WWF-MOCK-0109,Broccoli 350g,GreenLeaf [fixture],Fresh Vegetables,Brassicas,,vegan,fr,FR,true,fresh,0.35,17386,false
WWF-MOCK-0110,Sliced Wholegrain Bread 700g,GreenLeaf [fixture],Bakery,Sliced Bread,,vegan,de,DE,true,grocery_ambient,0.7,2293,false
WWF-MOCK-0111,White Pasta 600g,WokBox [fixture],Dry Goods,Pasta,,vegan,nl,NL,false,grocery_ambient,0.6,14268,false
WWF-MOCK-0112,Red Kidney Beans 400g,ButcherBest [fixture],Tinned Pulses,Kidney Beans,,vegan,en,GB,true,grocery_ambient,0.4,14834,false
WWF-MOCK-0113,Mixed Nuts 150g,BreadCo [fixture],Snacks,Nuts,,vegan,en,GB,false,grocery_ambient,0.15,5160,false
WWF-MOCK-0114,Dark Chocolate 100g,TofuCo [fixture],Confectionery,Dark Chocolate,,vegan,en,GB,false,grocery_ambient,0.1,19481,false
WWF-MOCK-0115,Beef and Potato Stew 450g,WokBox [fixture],Ready Meals,Stews,,,en,GB,true,fresh,0.45,19875,true
WWF-MOCK-0116,Chicken Curry 400g,OatlyFix [fixture],Ready Meals,Curry,,,en,GB,true,fresh,0.4,14396,true
WWF-MOCK-0117,Vegan Lasagna 350g,FarmFirst [fixture],Ready Meals,Vegan Meals,,vegan,de,DE,true,fresh,0.35,18366,true
WWF-MOCK-0118,Vegetable Biryani 400g,WokBox [fixture],Ready Meals,Rice Dishes,,vegan,en,GB,true,grocery_ambient,0.4,15096,true
WWF-MOCK-0119,Tuna Pasta Bake 400g,BreadCo [fixture],Ready Meals,Pasta Dishes,,,en,GB,false,grocery_ambient,0.4,15160,true
WWF-MOCK-0120,Prawn Noodles 300g,FarmFirst [fixture],Ready Meals,Asian,,,de,DE,false,fresh,0.3,10541,true
WWF-MOCK-0121,Beef Mince 550g,HomeChef [fixture],Red Meat,Fresh Beef,,,de,DE,false,fresh,0.55,12565,false
WWF-MOCK-0122,Chicken Breast 600g,QuickEat [fixture],Poultry,Fresh Chicken,,free_range,de,DE,false,fresh,0.6,15840,false
WWF-MOCK-0123,Atlantic Salmon 150g,FarmFirst [fixture],Fish,Fresh Fish,,,nl,NL,false,fresh,0.15,3354,false
WWF-MOCK-0124,Free Range Eggs 350pk,ButcherBest [fixture],Eggs,Free Range,,free_range|vegetarian,de,DE,false,grocery_ambient,0.35,12510,false
WWF-MOCK-0125,Whole Milk 1800L,GreenLeaf [fixture],Dairy,Fresh Milk,,vegetarian,fr,FR,false,fresh,1.8,19517,false
WWF-MOCK-0126,Cheddar Cheese 500g,BreadCo [fixture],Dairy,Hard Cheese,,vegetarian,fr,FR,false,fresh,0.5,4305,false
WWF-MOCK-0127,Brie 200g,GardenFresh [fixture],Dairy,Soft Cheese,,vegetarian,nl,NL,false,fresh,0.2,14158,false
WWF-MOCK-0128,Oat Milk 1400L,GreenLeaf [fixture],Dairy Alternatives,Plant Milks,,vegan,de,DE,false,grocery_ambient,1.4,9725,false
WWF-MOCK-0129,Soy Yoghurt 450g,FarmFirst [fixture],Dairy Alternatives,Plant Yoghurts,,vegan,en,GB,false,grocery_ambient,0.45,19237,false
WWF-MOCK-0130,Olive Oil 600ml,GardenFresh [fixture],Oils,Olive Oil,,vegan,en,GB,false,grocery_ambient,0.6,16100,false
WWF-MOCK-0131,Butter 250g,BreadCo [fixture],Dairy,Butter,,vegetarian,en,GB,false,fresh,0.25,18527,false
WWF-MOCK-0132,Frozen Peas 950g,HomeChef [fixture],Frozen Vegetables,Peas,,vegan,nl,NL,true,frozen,0.95,19112,false
WWF-MOCK-0133,Broccoli 350g,SpiceCo [fixture],Fresh Vegetables,Brassicas,,vegan,en,GB,true,fresh,0.35,18681,false
WWF-MOCK-0134,Sliced Wholegrain Bread 900g,TofuCo [fixture],Bakery,Sliced Bread,,vegan,nl,NL,true,grocery_ambient,0.9,18543,false
WWF-MOCK-0135,White Pasta 350g,SpiceCo [fixture],Dry Goods,Pasta,,vegan,de,DE,false,grocery_ambient,0.35,9063,false
WWF-MOCK-0136,Red Kidney Beans 350g,ButcherBest [fixture],Tinned Pulses,Kidney Beans,,vegan,en,GB,true,grocery_ambient,0.35,10424,false
WWF-MOCK-0137,Mixed Nuts 250g,GreenLeaf [fixture],Snacks,Nuts,,vegan,en,GB,false,grocery_ambient,0.25,6244,false
WWF-MOCK-0138,Dark Chocolate 100g,GardenFresh [fixture],Confectionery,Dark Chocolate,,vegan,fr,FR,false,grocery_ambient,0.1,13432,false
WWF-MOCK-0139,Beef and Potato Stew 350g,GardenFresh [fixture],Ready Meals,Stews,,,de,DE,true,fresh,0.35,1304,true
WWF-MOCK-0140,Chicken Curry 300g,SeaCatch [fixture],Ready Meals,Curry,,,fr,FR,true,fresh,0.3,12627,true
WWF-MOCK-0141,Vegan Lasagna 400g,DairyFarm [fixture],Ready Meals,Vegan Meals,,vegan,en,GB,true,fresh,0.4,12425,true
WWF-MOCK-0142,Vegetable Biryani 350g,MedFoods [fixture],Ready Meals,Rice Dishes,,vegan,en,GB,true,grocery_ambient,0.35,18898,true
WWF-MOCK-0143,Tuna Pasta Bake 400g,DairyFarm [fixture],Ready Meals,Pasta Dishes,,,en,GB,false,grocery_ambient,0.4,5458,true
WWF-MOCK-0144,Prawn Noodles 350g,GardenFresh [fixture],Ready Meals,Asian,,,en,GB,false,fresh,0.35,2973,true
WWF-MOCK-0145,Beef Mince 500g,WokBox [fixture],Red Meat,Fresh Beef,,,de,DE,false,fresh,0.5,16214,false
WWF-MOCK-0146,Chicken Breast 500g,HomeChef [fixture],Poultry,Fresh Chicken,,free_range,en,GB,false,fresh,0.5,7363,false
WWF-MOCK-0147,Atlantic Salmon 250g,BreadCo [fixture],Fish,Fresh Fish,,,en,GB,false,fresh,0.25,14387,false
WWF-MOCK-0148,Free Range Eggs 250pk,GardenFresh [fixture],Eggs,Free Range,,free_range|vegetarian,de,DE,false,grocery_ambient,0.25,19735,false
WWF-MOCK-0149,Whole Milk 1500L,HomeChef [fixture],Dairy,Fresh Milk,,vegetarian,de,DE,false,fresh,1.5,1788,false
WWF-MOCK-0150,Cheddar Cheese 250g,GreenLeaf [fixture],Dairy,Hard Cheese,,vegetarian,fr,FR,false,fresh,0.25,551,false
WWF-MOCK-0151,Brie 150g,MedFoods [fixture],Dairy,Soft Cheese,,vegetarian,en,GB,false,fresh,0.15,4796,false
WWF-MOCK-0152,Oat Milk 1300L,BreadCo [fixture],Dairy Alternatives,Plant Milks,,vegan,en,GB,false,grocery_ambient,1.3,4231,false
WWF-MOCK-0153,Soy Yoghurt 350g,WokBox [fixture],Dairy Alternatives,Plant Yoghurts,,vegan,de,DE,false,grocery_ambient,0.35,6057,false
WWF-MOCK-0154,Olive Oil 450ml,ButcherBest [fixture],Oils,Olive Oil,,vegan,fr,FR,false,grocery_ambient,0.45,7840,false
WWF-MOCK-0155,Butter 350g,GardenFresh [fixture],Dairy,Butter,,vegetarian,nl,NL,false,fresh,0.35,11905,false
WWF-MOCK-0156,Frozen Peas 800g,ButcherBest [fixture],Frozen Vegetables,Peas,,vegan,nl,NL,true,frozen,0.8,1686,false
WWF-MOCK-0157,Broccoli 450g,QuickEat [fixture],Fresh Vegetables,Brassicas,,vegan,en,GB,true,fresh,0.45,2851,false
WWF-MOCK-0158,Sliced Wholegrain Bread 850g,WokBox [fixture],Bakery,Sliced Bread,,vegan,fr,FR,true,grocery_ambient,0.85,19089,false
WWF-MOCK-0159,White Pasta 450g,WokBox [fixture],Dry Goods,Pasta,,vegan,de,DE,false,grocery_ambient,0.45,9786,false
WWF-MOCK-0160,Red Kidney Beans 350g,BreadCo [fixture],Tinned Pulses,Kidney Beans,,vegan,en,GB,true,grocery_ambient,0.35,5931,false
WWF-MOCK-0161,Mixed Nuts 250g,NutBarn [fixture],Snacks,Nuts,,vegan,fr,FR,false,grocery_ambient,0.25,12157,false
WWF-MOCK-0162,Dark Chocolate 100g,FarmFirst [fixture],Confectionery,Dark Chocolate,,vegan,nl,NL,false,grocery_ambient,0.1,8272,false
WWF-MOCK-0163,Beef and Potato Stew 400g,OatlyFix [fixture],Ready Meals,Stews,,,en,GB,true,fresh,0.4,2877,true
WWF-MOCK-0164,Chicken Curry 350g,ButcherBest [fixture],Ready Meals,Curry,,,en,GB,true,fresh,0.35,11425,true
WWF-MOCK-0165,Vegan Lasagna 350g,DairyFarm [fixture],Ready Meals,Vegan Meals,,vegan,nl,NL,true,fresh,0.35,2802,true
WWF-MOCK-0166,Vegetable Biryani 400g,OatlyFix [fixture],Ready Meals,Rice Dishes,,vegan,en,GB,true,grocery_ambient,0.4,17010,true
WWF-MOCK-0167,Tuna Pasta Bake 350g,BreadCo [fixture],Ready Meals,Pasta Dishes,,,nl,NL,false,grocery_ambient,0.35,11804,true
WWF-MOCK-0168,Prawn Noodles 350g,GardenFresh [fixture],Ready Meals,Asian,,,nl,NL,false,fresh,0.35,5139,true
WWF-MOCK-0169,Beef Mince 500g,HomeChef [fixture],Red Meat,Fresh Beef,,,en,GB,false,fresh,0.5,6764,false
WWF-MOCK-0170,Chicken Breast 350g,MedFoods [fixture],Poultry,Fresh Chicken,,free_range,en,GB,false,fresh,0.35,2769,false
WWF-MOCK-0171,Atlantic Salmon 150g,GardenFresh [fixture],Fish,Fresh Fish,,,nl,NL,false,fresh,0.15,16491,false
WWF-MOCK-0172,Free Range Eggs 350pk,MedFoods [fixture],Eggs,Free Range,,free_range|vegetarian,fr,FR,false,grocery_ambient,0.35,19288,false
WWF-MOCK-0173,Whole Milk 1450L,GardenFresh [fixture],Dairy,Fresh Milk,,vegetarian,fr,FR,false,fresh,1.45,10890,false
WWF-MOCK-0174,Cheddar Cheese 450g,BreadCo [fixture],Dairy,Hard Cheese,,vegetarian,de,DE,false,fresh,0.45,5246,false
WWF-MOCK-0175,Brie 200g,NutBarn [fixture],Dairy,Soft Cheese,,vegetarian,en,GB,false,fresh,0.2,10222,false
WWF-MOCK-0176,Oat Milk 1350L,GreenLeaf [fixture],Dairy Alternatives,Plant Milks,,vegan,fr,FR,false,grocery_ambient,1.35,11832,false
WWF-MOCK-0177,Soy Yoghurt 450g,NutBarn [fixture],Dairy Alternatives,Plant Yoghurts,,vegan,en,GB,false,grocery_ambient,0.45,15108,false
WWF-MOCK-0178,Olive Oil 400ml,SpiceCo [fixture],Oils,Olive Oil,,vegan,en,GB,false,grocery_ambient,0.4,9706,false
WWF-MOCK-0179,Butter 200g,SpiceCo [fixture],Dairy,Butter,,vegetarian,nl,NL,false,fresh,0.2,3258,false
WWF-MOCK-0180,Frozen Peas 1050g,WokBox [fixture],Frozen Vegetables,Peas,,vegan,fr,FR,true,frozen,1.05,15462,false
WWF-MOCK-0181,Broccoli 450g,ButcherBest [fixture],Fresh Vegetables,Brassicas,,vegan,nl,NL,true,fresh,0.45,1644,false
WWF-MOCK-0182,Sliced Wholegrain Bread 750g,TofuCo [fixture],Bakery,Sliced Bread,,vegan,nl,NL,true,grocery_ambient,0.75,6468,false
WWF-MOCK-0183,White Pasta 450g,OatlyFix [fixture],Dry Goods,Pasta,,vegan,en,GB,false,grocery_ambient,0.45,5243,false
WWF-MOCK-0184,Red Kidney Beans 450g,FarmFirst [fixture],Tinned Pulses,Kidney Beans,,vegan,en,GB,true,grocery_ambient,0.45,11553,false
WWF-MOCK-0185,Mixed Nuts 250g,OatlyFix [fixture],Snacks,Nuts,,vegan,en,GB,false,grocery_ambient,0.25,5954,false
WWF-MOCK-0186,Dark Chocolate 100g,NutBarn [fixture],Confectionery,Dark Chocolate,,vegan,de,DE,false,grocery_ambient,0.1,14698,false
WWF-MOCK-0187,Beef and Potato Stew 450g,DairyFarm [fixture],Ready Meals,Stews,,,fr,FR,true,fresh,0.45,12224,true
WWF-MOCK-0188,Chicken Curry 350g,WokBox [fixture],Ready Meals,Curry,,,en,GB,true,fresh,0.35,13694,true
WWF-MOCK-0189,Vegan Lasagna 450g,TofuCo [fixture],Ready Meals,Vegan Meals,,vegan,de,DE,true,fresh,0.45,2015,true
WWF-MOCK-0190,Vegetable Biryani 400g,BreadCo [fixture],Ready Meals,Rice Dishes,,vegan,de,DE,true,grocery_ambient,0.4,2459,true
WWF-MOCK-0191,Tuna Pasta Bake 350g,GardenFresh [fixture],Ready Meals,Pasta Dishes,,,fr,FR,false,grocery_ambient,0.35,12966,true
WWF-MOCK-0192,Prawn Noodles 300g,SpiceCo [fixture],Ready Meals,Asian,,,de,DE,false,fresh,0.3,5227,true
WWF-MOCK-0193,Beef Mince 500g,GardenFresh [fixture],Red Meat,Fresh Beef,,,fr,FR,false,fresh,0.5,4934,false
WWF-MOCK-0194,Chicken Breast 600g,GardenFresh [fixture],Poultry,Fresh Chicken,,free_range,en,GB,false,fresh,0.6,13143,false
WWF-MOCK-0195,Atlantic Salmon 150g,FarmFirst [fixture],Fish,Fresh Fish,,,de,DE,false,fresh,0.15,10444,false
WWF-MOCK-0196,Free Range Eggs 350pk,MedFoods [fixture],Eggs,Free Range,,free_range|vegetarian,de,DE,false,grocery_ambient,0.35,11063,false
WWF-MOCK-0197,Whole Milk 1800L,ButcherBest [fixture],Dairy,Fresh Milk,,vegetarian,de,DE,false,fresh,1.8,17548,false
WWF-MOCK-0198,Cheddar Cheese 250g,WokBox [fixture],Dairy,Hard Cheese,,vegetarian,de,DE,false,fresh,0.25,16962,false
WWF-MOCK-0199,Brie 200g,HomeChef [fixture],Dairy,Soft Cheese,,vegetarian,en,GB,false,fresh,0.2,6206,false
WWF-MOCK-0200,Oat Milk 1450L,MedFoods [fixture],Dairy Alternatives,Plant Milks,,vegan,en,GB,false,grocery_ambient,1.45,16234,false
